track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,1,100,car,1011.942,1003.588,-11.891,1.842,2.988,4.65,1.83
1,2,200,car,1010.752,1003.766,-11.934,1.797,2.992,4.65,1.83
1,3,300,car,1009.558,1003.939,-12.003,1.751,2.997,4.65,1.83
1,4,400,car,1008.356,1004.107,-12.097,1.703,3.002,4.65,1.83
1,5,500,car,1007.146,1004.27,-12.211,1.65,3.007,4.65,1.83
1,6,600,car,1005.923,1004.427,-12.339,1.594,3.013,4.65,1.83
1,7,700,car,1004.688,1004.578,-12.477,1.531,3.02,4.65,1.83
1,8,800,car,1003.44,1004.722,-12.621,1.462,3.026,4.65,1.83
1,9,900,car,1002.176,1004.858,-12.765,1.387,3.033,4.65,1.83
1,10,1000,car,1000.899,1004.987,-12.909,1.307,3.041,4.65,1.83
1,11,1100,car,999.607,1005.107,-13.047,1.221,3.048,4.65,1.83
1,12,1200,car,998.301,1005.218,-13.18,1.131,3.056,4.65,1.83
1,13,1300,car,996.982,1005.321,-13.305,1.038,3.064,4.65,1.83
1,14,1400,car,995.651,1005.414,-13.421,0.944,3.071,4.65,1.83
1,15,1500,car,994.308,1005.498,-13.528,0.849,3.079,4.65,1.83
1,16,1600,car,992.955,1005.572,-13.625,0.754,3.086,4.65,1.83
1,17,1700,car,991.592,1005.637,-13.711,0.66,3.093,4.65,1.83
1,18,1800,car,990.22,1005.694,-13.789,0.569,3.1,4.65,1.83
1,19,1900,car,988.841,1005.741,-13.857,0.48,3.107,4.65,1.83
1,20,2000,car,987.455,1005.78,-13.918,0.393,3.113,4.65,1.83
1,21,2100,car,986.063,1005.811,-13.973,0.308,3.12,4.65,1.83
1,22,2200,car,984.665,1005.833,-14.022,0.226,3.125,4.65,1.83
1,23,2300,car,983.263,1005.848,-14.067,0.146,3.131,4.65,1.83
1,24,2400,car,981.856,1005.855,-14.11,0.068,3.137,4.65,1.83
1,25,2500,car,980.445,1005.854,-14.152,-0.007,-3.141,4.65,1.83
1,26,2600,car,979.03,1005.846,-14.192,-0.08,-3.136,4.65,1.83
1,27,2700,car,977.611,1005.831,-14.231,-0.15,-3.131,4.65,1.83
1,28,2800,car,976.188,1005.809,-14.27,-0.216,-3.126,4.65,1.83
1,29,2900,car,974.761,1005.782,-14.308,-0.277,-3.122,4.65,1.83
1,30,3000,car,973.33,1005.749,-14.344,-0.334,-3.118,4.65,1.83
1,31,3100,car,971.896,1005.71,-14.379,-0.385,-3.115,4.65,1.83
1,32,3200,car,970.458,1005.668,-14.41,-0.429,-3.112,4.65,1.83
1,33,3300,car,969.017,1005.621,-14.439,-0.467,-3.109,4.65,1.83
1,34,3400,car,967.574,1005.572,-14.463,-0.497,-3.107,4.65,1.83
1,35,3500,car,966.127,1005.52,-14.483,-0.52,-3.106,4.65,1.83
1,36,3600,car,964.679,1005.466,-14.499,-0.535,-3.105,4.65,1.83
1,37,3700,car,963.229,1005.412,-14.509,-0.543,-3.104,4.65,1.83
1,38,3800,car,961.778,1005.358,-14.515,-0.543,-3.104,4.65,1.83
1,39,3900,car,960.327,1005.304,-14.517,-0.536,-3.105,4.65,1.83
1,40,4000,car,958.875,1005.252,-14.514,-0.522,-3.106,4.65,1.83
1,41,4100,car,957.423,1005.201,-14.507,-0.503,-3.107,4.65,1.83
1,42,4200,car,955.973,1005.154,-14.496,-0.477,-3.109,4.65,1.83
1,43,4300,car,954.523,1005.109,-14.483,-0.446,-3.111,4.65,1.83
1,44,4400,car,953.075,1005.068,-14.466,-0.411,-3.113,4.65,1.83
1,45,4500,car,951.628,1005.03,-14.448,-0.373,-3.116,4.65,1.83
1,46,4600,car,950.183,1004.997,-14.427,-0.331,-3.119,4.65,1.83
1,47,4700,car,948.74,1004.968,-14.405,-0.286,-3.122,4.65,1.83
1,48,4800,car,947.3,1004.944,-14.382,-0.239,-3.125,4.65,1.83
1,49,4900,car,945.861,1004.925,-14.359,-0.189,-3.128,4.65,1.83
1,50,5000,car,944.425,1004.911,-14.335,-0.137,-3.132,4.65,1.83
1,51,5100,car,942.992,1004.903,-14.31,-0.082,-3.136,4.65,1.83
1,52,5200,car,941.561,1004.9,-14.283,-0.025,-3.14,4.65,1.83
1,53,5300,car,940.132,1004.904,-14.256,0.035,3.139,4.65,1.83
1,54,5400,car,938.707,1004.913,-14.226,0.098,3.135,4.65,1.83
1,55,5500,car,937.284,1004.93,-14.193,0.162,3.13,4.65,1.83
1,56,5600,car,935.865,1004.953,-14.159,0.228,3.125,4.65,1.83
1,57,5700,car,934.449,1004.982,-14.122,0.296,3.121,4.65,1.83
1,58,5800,car,933.037,1005.019,-14.083,0.364,3.116,4.65,1.83
1,59,5900,car,931.629,1005.062,-14.042,0.433,3.111,4.65,1.83
1,60,6000,car,930.225,1005.112,-14.001,0.501,3.106,4.65,1.83
1,61,6100,car,928.826,1005.169,-13.96,0.568,3.101,4.65,1.83
1,62,6200,car,927.43,1005.233,-13.92,0.633,3.096,4.65,1.83
1,63,6300,car,926.038,1005.302,-13.881,0.695,3.092,4.65,1.83
1,64,6400,car,924.65,1005.378,-13.844,0.755,3.087,4.65,1.83
1,65,6500,car,923.266,1005.46,-13.81,0.811,3.083,4.65,1.83
1,66,6600,car,921.886,1005.546,-13.779,0.864,3.079,4.65,1.83
1,67,6700,car,920.508,1005.638,-13.75,0.912,3.075,4.65,1.83
1,68,6800,car,919.133,1005.734,-13.723,0.957,3.072,4.65,1.83
1,69,6900,car,917.761,1005.833,-13.697,0.996,3.069,4.65,1.83
1,70,7000,car,916.392,1005.937,-13.673,1.032,3.066,4.65,1.83
1,71,7100,car,915.025,1006.043,-13.648,1.063,3.064,4.65,1.83
1,72,7200,car,913.66,1006.153,-13.623,1.091,3.062,4.65,1.83
1,73,7300,car,912.298,1006.264,-13.597,1.114,3.06,4.65,1.83
1,74,7400,car,910.939,1006.378,-13.571,1.135,3.058,4.65,1.83
1,75,7500,car,909.582,1006.494,-13.544,1.152,3.057,4.65,1.83
1,76,7600,car,908.227,1006.61,-13.519,1.166,3.056,4.65,1.83
1,77,7700,car,906.876,1006.728,-13.494,1.178,3.055,4.65,1.83
1,78,7800,car,905.526,1006.847,-13.471,1.187,3.054,4.65,1.83
1,79,7900,car,904.179,1006.967,-13.452,1.195,3.053,4.65,1.83
1,80,8000,car,902.834,1007.087,-13.436,1.201,3.052,4.65,1.83
1,81,8100,car,901.491,1007.208,-13.424,1.206,3.052,4.65,1.83
1,82,8200,car,900.148,1007.329,-13.415,1.211,3.052,4.65,1.83
1,83,8300,car,898.807,1007.451,-13.411,1.215,3.051,4.65,1.83
1,84,8400,car,897.466,1007.573,-13.409,1.219,3.051,4.65,1.83
1,85,8500,car,896.125,1007.695,-13.408,1.223,3.051,4.65,1.83
2,35,3500,car,1011.528,1003.234,-8.343,2.042,2.902,3.58,1.61
2,36,3600,car,1010.692,1003.432,-8.368,1.999,2.907,3.58,1.61
2,37,3700,car,1009.853,1003.624,-8.4,1.952,2.913,3.58,1.61
2,38,3800,car,1009.011,1003.811,-8.441,1.901,2.92,3.58,1.61
2,39,3900,car,1008.165,1003.993,-8.491,1.847,2.927,3.58,1.61
2,40,4000,car,1007.314,1004.168,-8.55,1.79,2.935,3.58,1.61
2,41,4100,car,1006.457,1004.337,-8.619,1.73,2.943,3.58,1.61
2,42,4200,car,1005.593,1004.5,-8.697,1.667,2.952,3.58,1.61
2,43,4300,car,1004.721,1004.656,-8.784,1.601,2.961,3.58,1.61
2,44,4400,car,1003.84,1004.805,-8.88,1.532,2.971,3.58,1.61
2,45,4500,car,1002.951,1004.947,-8.982,1.46,2.98,3.58,1.61
2,46,4600,car,1002.05,1005.081,-9.089,1.387,2.99,3.58,1.61
2,47,4700,car,1001.14,1005.208,-9.2,1.311,3,3.58,1.61
2,48,4800,car,1000.218,1005.327,-9.312,1.235,3.01,3.58,1.61
2,49,4900,car,999.286,1005.439,-9.423,1.158,3.019,3.58,1.61
2,50,5000,car,998.342,1005.544,-9.532,1.081,3.029,3.58,1.61
2,51,5100,car,997.388,1005.641,-9.636,1.006,3.038,3.58,1.61
2,52,5200,car,996.423,1005.731,-9.733,0.932,3.046,3.58,1.61
2,53,5300,car,995.449,1005.814,-9.823,0.859,3.054,3.58,1.61
2,54,5400,car,994.466,1005.89,-9.904,0.789,3.062,3.58,1.61
2,55,5500,car,993.474,1005.96,-9.976,0.72,3.07,3.58,1.61
2,56,5600,car,992.476,1006.023,-10.038,0.653,3.077,3.58,1.61
2,57,5700,car,991.472,1006.08,-10.09,0.587,3.083,3.58,1.61
2,58,5800,car,990.462,1006.131,-10.133,0.522,3.09,3.58,1.61
2,59,5900,car,989.449,1006.175,-10.168,0.458,3.097,3.58,1.61
2,60,6000,car,988.431,1006.213,-10.197,0.395,3.103,3.58,1.61
2,61,6100,car,987.412,1006.245,-10.22,0.332,3.109,3.58,1.61
2,62,6200,car,986.389,1006.27,-10.24,0.268,3.115,3.58,1.61
2,63,6300,car,985.365,1006.289,-10.258,0.205,3.122,3.58,1.61
2,64,6400,car,984.339,1006.302,-10.276,0.142,3.128,3.58,1.61
2,65,6500,car,983.312,1006.309,-10.296,0.079,3.134,3.58,1.61
2,66,6600,car,982.282,1006.309,-10.319,0.016,3.14,3.58,1.61
2,67,6700,car,981.25,1006.303,-10.347,-0.047,-3.137,3.58,1.61
2,68,6800,car,980.215,1006.292,-10.38,-0.109,-3.131,3.58,1.61
2,69,6900,car,979.178,1006.274,-10.418,-0.17,-3.125,3.58,1.61
2,70,7000,car,978.136,1006.25,-10.461,-0.23,-3.12,3.58,1.61
2,71,7100,car,977.09,1006.22,-10.508,-0.289,-3.114,3.58,1.61
2,72,7200,car,976.039,1006.184,-10.558,-0.346,-3.109,3.58,1.61
2,73,7300,car,974.984,1006.144,-10.611,-0.402,-3.104,3.58,1.61
2,74,7400,car,973.923,1006.097,-10.665,-0.455,-3.099,3.58,1.61
2,75,7500,car,972.857,1006.046,-10.719,-0.506,-3.094,3.58,1.61
2,76,7600,car,971.785,1005.991,-10.773,-0.553,-3.09,3.58,1.61
2,77,7700,car,970.708,1005.931,-10.824,-0.595,-3.087,3.58,1.61
2,78,7800,car,969.626,1005.868,-10.873,-0.632,-3.084,3.58,1.61
2,79,7900,car,968.539,1005.801,-10.918,-0.663,-3.081,3.58,1.61
2,80,8000,car,967.447,1005.732,-10.959,-0.688,-3.079,3.58,1.61
2,81,8100,car,966.351,1005.662,-10.996,-0.706,-3.077,3.58,1.61
2,82,8200,car,965.252,1005.59,-11.028,-0.716,-3.077,3.58,1.61
2,83,8300,car,964.149,1005.518,-11.055,-0.719,-3.077,3.58,1.61
2,84,8400,car,963.043,1005.447,-11.078,-0.715,-3.077,3.58,1.61
2,85,8500,car,961.935,1005.377,-11.096,-0.704,-3.078,3.58,1.61
2,86,8600,car,960.826,1005.308,-11.111,-0.687,-3.08,3.58,1.61
2,87,8700,car,959.714,1005.242,-11.122,-0.665,-3.082,3.58,1.61
2,88,8800,car,958.602,1005.178,-11.132,-0.639,-3.084,3.58,1.61
2,89,8900,car,957.488,1005.118,-11.14,-0.608,-3.087,3.58,1.61
2,90,9000,car,956.374,1005.061,-11.148,-0.575,-3.09,3.58,1.61
2,91,9100,car,955.259,1005.007,-11.157,-0.54,-3.093,3.58,1.61
2,92,9200,car,954.143,1004.957,-11.168,-0.503,-3.097,3.58,1.61
2,93,9300,car,953.026,1004.911,-11.181,-0.466,-3.1,3.58,1.61
2,94,9400,car,951.908,1004.869,-11.197,-0.427,-3.103,3.58,1.61
2,95,9500,car,950.788,1004.83,-11.216,-0.388,-3.107,3.58,1.61
2,96,9600,car,949.666,1004.796,-11.24,-0.348,-3.111,3.58,1.61
2,97,9700,car,948.542,1004.766,-11.267,-0.307,-3.114,3.58,1.61
2,98,9800,car,947.415,1004.74,-11.299,-0.265,-3.118,3.58,1.61
2,99,9900,car,946.285,1004.718,-11.334,-0.222,-3.122,3.58,1.61
2,100,10000,car,945.152,1004.701,-11.372,-0.176,-3.126,3.58,1.61
2,101,10100,car,944.015,1004.688,-11.412,-0.129,-3.13,3.58,1.61
2,102,10200,car,942.874,1004.681,-11.453,-0.08,-3.135,3.58,1.61
2,103,10300,car,941.728,1004.678,-11.495,-0.029,-3.139,3.58,1.61
2,104,10400,car,940.579,1004.681,-11.538,0.025,3.139,3.58,1.61
2,105,10500,car,939.425,1004.689,-11.58,0.08,3.135,3.58,1.61
