track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,1,100,car,979.743,1005.539,-10.699,0.269,3.116,5.69,2.05
1,2,200,car,978.673,1005.561,-10.709,0.242,3.119,5.69,2.05
1,3,300,car,977.602,1005.58,-10.718,0.213,3.122,5.69,2.05
1,4,400,car,976.53,1005.596,-10.723,0.181,3.125,5.69,2.05
1,5,500,car,975.458,1005.608,-10.726,0.146,3.128,5.69,2.05
1,6,600,car,974.385,1005.616,-10.728,0.109,3.131,5.69,2.05
1,7,700,car,973.312,1005.619,-10.727,0.069,3.135,5.69,2.05
1,8,800,car,972.239,1005.619,-10.727,0.028,3.139,5.69,2.05
1,9,900,car,971.167,1005.614,-10.726,-0.016,-3.14,5.69,2.05
1,10,1000,car,970.094,1005.604,-10.724,-0.06,-3.136,5.69,2.05
1,11,1100,car,969.022,1005.59,-10.722,-0.104,-3.132,5.69,2.05
1,12,1200,car,967.949,1005.572,-10.72,-0.147,-3.128,5.69,2.05
1,13,1300,car,966.878,1005.55,-10.717,-0.188,-3.124,5.69,2.05
1,14,1400,car,965.806,1005.525,-10.715,-0.225,-3.121,5.69,2.05
1,15,1500,car,964.735,1005.496,-10.713,-0.258,-3.117,5.69,2.05
1,16,1600,car,963.663,1005.466,-10.712,-0.286,-3.115,5.69,2.05
1,17,1700,car,962.592,1005.433,-10.713,-0.308,-3.113,5.69,2.05
1,18,1800,car,961.521,1005.4,-10.715,-0.323,-3.111,5.69,2.05
1,19,1900,car,960.449,1005.366,-10.72,-0.333,-3.111,5.69,2.05
1,20,2000,car,959.377,1005.332,-10.726,-0.336,-3.11,5.69,2.05
1,21,2100,car,958.305,1005.299,-10.734,-0.334,-3.11,5.69,2.05
1,22,2200,car,957.231,1005.266,-10.743,-0.328,-3.111,5.69,2.05
1,23,2300,car,956.157,1005.236,-10.754,-0.317,-3.112,5.69,2.05
1,24,2400,car,955.081,1005.206,-10.765,-0.304,-3.113,5.69,2.05
1,25,2500,car,954.005,1005.179,-10.775,-0.289,-3.115,5.69,2.05
1,26,2600,car,952.927,1005.153,-10.785,-0.273,-3.116,5.69,2.05
1,27,2700,car,951.849,1005.128,-10.793,-0.257,-3.118,5.69,2.05
1,28,2800,car,950.769,1005.105,-10.8,-0.242,-3.119,5.69,2.05
1,29,2900,car,949.689,1005.084,-10.806,-0.227,-3.121,5.69,2.05
1,30,3000,car,948.608,1005.063,-10.809,-0.214,-3.122,5.69,2.05
1,31,3100,car,947.528,1005.044,-10.811,-0.201,-3.123,5.69,2.05
1,32,3200,car,946.446,1005.026,-10.812,-0.189,-3.124,5.69,2.05
1,33,3300,car,945.365,1005.01,-10.813,-0.176,-3.125,5.69,2.05
1,34,3400,car,944.284,1004.994,-10.813,-0.162,-3.127,5.69,2.05
1,35,3500,car,943.202,1004.981,-10.813,-0.147,-3.128,5.69,2.05
1,36,3600,car,942.121,1004.97,-10.813,-0.128,-3.13,5.69,2.05
1,37,3700,car,941.04,1004.961,-10.815,-0.105,-3.132,5.69,2.05
1,38,3800,car,939.958,1004.955,-10.818,-0.078,-3.134,5.69,2.05
1,39,3900,car,938.876,1004.953,-10.823,-0.045,-3.137,5.69,2.05
1,40,4000,car,937.794,1004.955,-10.83,-0.007,-3.141,5.69,2.05
1,41,4100,car,936.711,1004.962,-10.84,0.036,3.138,5.69,2.05
1,42,4200,car,935.627,1004.975,-10.852,0.085,3.134,5.69,2.05
1,43,4300,car,934.542,1004.993,-10.866,0.14,3.129,5.69,2.05
1,44,4400,car,933.456,1005.017,-10.882,0.199,3.123,5.69,2.05
1,45,4500,car,932.368,1005.048,-10.899,0.262,3.118,5.69,2.05
1,46,4600,car,931.278,1005.086,-10.918,0.328,3.112,5.69,2.05
1,47,4700,car,930.187,1005.13,-10.937,0.396,3.105,5.69,2.05
