track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,35,3500,car,928.642,1004.288,8.347,0.535,0.064,3.9,1.62
1,36,3600,car,929.477,1004.338,8.364,0.519,0.062,3.9,1.62
1,37,3700,car,930.314,1004.387,8.388,0.502,0.06,3.9,1.62
1,38,3800,car,931.153,1004.434,8.419,0.483,0.057,3.9,1.62
1,39,3900,car,931.995,1004.479,8.455,0.463,0.055,3.9,1.62
1,40,4000,car,932.84,1004.521,8.493,0.439,0.052,3.9,1.62
1,41,4100,car,933.69,1004.561,8.531,0.412,0.048,3.9,1.62
1,42,4200,car,934.543,1004.597,8.569,0.38,0.044,3.9,1.62
1,43,4300,car,935.4,1004.63,8.604,0.343,0.04,3.9,1.62
1,44,4400,car,936.261,1004.658,8.635,0.299,0.035,3.9,1.62
1,45,4500,car,937.125,1004.68,8.662,0.248,0.029,3.9,1.62
1,46,4600,car,937.991,1004.696,8.684,0.19,0.022,3.9,1.62
1,47,4700,car,938.86,1004.706,8.701,0.125,0.014,3.9,1.62
1,48,4800,car,939.73,1004.708,8.713,0.053,0.006,3.9,1.62
1,49,4900,car,940.602,1004.702,8.72,-0.025,-0.003,3.9,1.62
1,50,5000,car,941.474,1004.688,8.722,-0.108,-0.012,3.9,1.62
1,51,5100,car,942.346,1004.664,8.72,-0.193,-0.022,3.9,1.62
1,52,5200,car,943.217,1004.632,8.714,-0.281,-0.032,3.9,1.62
1,53,5300,car,944.088,1004.592,8.706,-0.368,-0.042,3.9,1.62
1,54,5400,car,944.958,1004.542,8.695,-0.454,-0.052,3.9,1.62
1,55,5500,car,945.827,1004.485,8.684,-0.537,-0.062,3.9,1.62
1,56,5600,car,946.695,1004.42,8.671,-0.616,-0.071,3.9,1.62
1,57,5700,car,947.561,1004.347,8.658,-0.69,-0.08,3.9,1.62
1,58,5800,car,948.426,1004.268,8.646,-0.758,-0.087,3.9,1.62
1,59,5900,car,949.29,1004.183,8.634,-0.821,-0.095,3.9,1.62
1,60,6000,car,950.152,1004.093,8.624,-0.878,-0.102,3.9,1.62
1,61,6100,car,951.014,1003.997,8.615,-0.932,-0.108,3.9,1.62
1,62,6200,car,951.875,1003.896,8.608,-0.982,-0.114,3.9,1.62
1,63,6300,car,952.735,1003.791,8.601,-1.03,-0.119,3.9,1.62
1,64,6400,car,953.594,1003.681,8.595,-1.077,-0.125,3.9,1.62
1,65,6500,car,954.453,1003.567,8.589,-1.124,-0.13,3.9,1.62
2,169,16900,car,1011.493,1003.595,-9.277,1.947,2.935,3.41,1.6
2,170,17000,car,1010.563,1003.782,-9.305,1.894,2.941,3.41,1.6
2,171,17100,car,1009.631,1003.963,-9.342,1.837,2.947,3.41,1.6
2,172,17200,car,1008.695,1004.138,-9.386,1.774,2.955,3.41,1.6
2,173,17300,car,1007.755,1004.305,-9.437,1.706,2.963,3.41,1.6
2,174,17400,car,1006.809,1004.466,-9.494,1.633,2.971,3.41,1.6
2,175,17500,car,1005.858,1004.618,-9.556,1.554,2.98,3.41,1.6
2,176,17600,car,1004.9,1004.761,-9.621,1.47,2.99,3.41,1.6
2,177,17700,car,1003.936,1004.896,-9.69,1.381,3,3.41,1.6
2,178,17800,car,1002.965,1005.021,-9.761,1.287,3.011,3.41,1.6
2,179,17900,car,1001.987,1005.136,-9.836,1.189,3.021,3.41,1.6
2,180,18000,car,1001.002,1005.242,-9.912,1.089,3.032,3.41,1.6
2,181,18100,car,1000.01,1005.337,-9.99,0.988,3.043,3.41,1.6
2,182,18200,car,999.009,1005.423,-10.069,0.887,3.054,3.41,1.6
2,183,18300,car,998.001,1005.498,-10.149,0.788,3.064,3.41,1.6
2,184,18400,car,996.986,1005.564,-10.23,0.691,3.074,3.41,1.6
2,185,18500,car,995.962,1005.622,-10.31,0.599,3.084,3.41,1.6
2,186,18600,car,994.93,1005.67,-10.389,0.511,3.092,3.41,1.6
2,187,18700,car,993.891,1005.711,-10.466,0.43,3.101,3.41,1.6
2,188,18800,car,992.844,1005.745,-10.539,0.355,3.108,3.41,1.6
2,189,18900,car,991.79,1005.772,-10.608,0.287,3.115,3.41,1.6
2,190,19000,car,990.729,1005.793,-10.67,0.226,3.12,3.41,1.6
2,191,19100,car,989.661,1005.809,-10.724,0.172,3.126,3.41,1.6
2,192,19200,car,988.589,1005.82,-10.769,0.125,3.13,3.41,1.6
2,193,19300,car,987.512,1005.828,-10.804,0.085,3.134,3.41,1.6
2,194,19400,car,986.431,1005.833,-10.827,0.052,3.137,3.41,1.6
2,195,19500,car,985.349,1005.834,-10.836,0.024,3.139,3.41,1.6
2,196,19600,car,984.265,1005.834,-10.831,0.003,3.141,3.41,1.6
2,197,19700,car,983.182,1005.833,-10.811,-0.014,-3.14,3.41,1.6
2,198,19800,car,982.101,1005.83,-10.775,-0.025,-3.139,3.41,1.6
2,199,19900,car,981.023,1005.827,-10.723,-0.032,-3.139,3.41,1.6
2,200,20000,car,979.951,1005.823,-10.655,-0.034,-3.138,3.41,1.6
2,201,20100,car,978.885,1005.82,-10.57,-0.032,-3.139,3.41,1.6
2,202,20200,car,977.828,1005.818,-10.469,-0.027,-3.139,3.41,1.6
2,203,20300,car,976.781,1005.816,-10.352,-0.02,-3.14,3.41,1.6
2,204,20400,car,975.746,1005.815,-10.22,-0.01,-3.141,3.41,1.6
2,205,20500,car,974.724,1005.816,-10.075,0.002,3.141,3.41,1.6
2,206,20600,car,973.717,1005.818,-9.918,0.014,3.14,3.41,1.6
2,207,20700,car,972.725,1005.821,-9.75,0.027,3.139,3.41,1.6
2,208,20800,car,971.75,1005.825,-9.575,0.04,3.137,3.41,1.6
2,209,20900,car,970.792,1005.831,-9.394,0.052,3.136,3.41,1.6
2,210,21000,car,969.853,1005.838,-9.21,0.063,3.135,3.41,1.6
2,211,21100,car,968.932,1005.846,-9.026,0.073,3.134,3.41,1.6
2,212,21200,car,968.029,1005.855,-8.842,0.081,3.132,3.41,1.6
2,213,21300,car,967.145,1005.864,-8.662,0.089,3.131,3.41,1.6
2,214,21400,car,966.279,1005.874,-8.488,0.094,3.13,3.41,1.6
2,215,21500,car,965.43,1005.884,-8.322,0.099,3.13,3.41,1.6
2,216,21600,car,964.598,1005.895,-8.163,0.102,3.129,3.41,1.6
2,217,21700,car,963.781,1005.906,-8.015,0.104,3.129,3.41,1.6
2,218,21800,car,962.98,1005.917,-7.877,0.105,3.128,3.41,1.6
2,219,21900,car,962.192,1005.927,-7.75,0.105,3.128,3.41,1.6
2,220,22000,car,961.417,1005.938,-7.633,0.103,3.128,3.41,1.6
2,221,22100,car,960.654,1005.948,-7.527,0.099,3.128,3.41,1.6
2,222,22200,car,959.901,1005.957,-7.431,0.093,3.129,3.41,1.6
2,223,22300,car,959.158,1005.965,-7.346,0.085,3.13,3.41,1.6
2,224,22400,car,958.423,1005.971,-7.27,0.073,3.132,3.41,1.6
2,225,22500,car,957.696,1005.976,-7.204,0.058,3.133,3.41,1.6
2,226,22600,car,956.976,1005.979,-7.147,0.04,3.136,3.41,1.6
2,227,22700,car,956.261,1005.979,-7.1,0.018,3.139,3.41,1.6
2,228,22800,car,955.551,1005.976,-7.061,-0.007,-3.141,3.41,1.6
2,229,22900,car,954.845,1005.97,-7.032,-0.036,-3.136,3.41,1.6
2,230,23000,car,954.142,1005.961,-7.011,-0.068,-3.132,3.41,1.6
2,231,23100,car,953.441,1005.947,-6.998,-0.103,-3.127,3.41,1.6
2,232,23200,car,952.741,1005.93,-6.994,-0.14,-3.122,3.41,1.6
2,233,23300,car,952.042,1005.91,-6.997,-0.178,-3.116,3.41,1.6
2,234,23400,car,951.342,1005.885,-7.007,-0.216,-3.111,3.41,1.6
2,235,23500,car,950.642,1005.857,-7.024,-0.254,-3.106,3.41,1.6
2,236,23600,car,949.94,1005.825,-7.048,-0.289,-3.101,3.41,1.6
2,237,23700,car,949.235,1005.791,-7.079,-0.322,-3.096,3.41,1.6
2,238,23800,car,948.527,1005.754,-7.117,-0.351,-3.092,3.41,1.6
2,239,23900,car,947.816,1005.715,-7.162,-0.375,-3.089,3.41,1.6
2,240,24000,car,947.1,1005.675,-7.214,-0.393,-3.087,3.41,1.6
2,241,24100,car,946.378,1005.634,-7.272,-0.405,-3.086,3.41,1.6
2,242,24200,car,945.651,1005.593,-7.337,-0.41,-3.086,3.41,1.6
2,243,24300,car,944.917,1005.553,-7.407,-0.407,-3.087,3.41,1.6
2,244,24400,car,944.176,1005.514,-7.481,-0.397,-3.089,3.41,1.6
2,245,24500,car,943.428,1005.478,-7.56,-0.38,-3.091,3.41,1.6
2,246,24600,car,942.671,1005.444,-7.641,-0.355,-3.095,3.41,1.6
2,247,24700,car,941.907,1005.414,-7.723,-0.323,-3.1,3.41,1.6
2,248,24800,car,941.134,1005.388,-7.806,-0.284,-3.105,3.41,1.6
2,249,24900,car,940.353,1005.367,-7.888,-0.24,-3.111,3.41,1.6
2,250,25000,car,939.564,1005.351,-7.969,-0.191,-3.118,3.41,1.6
2,251,25100,car,938.767,1005.34,-8.047,-0.139,-3.124,3.41,1.6
2,252,25200,car,937.962,1005.335,-8.123,-0.083,-3.131,3.41,1.6
2,253,25300,car,937.149,1005.335,-8.197,-0.027,-3.138,3.41,1.6
2,254,25400,car,936.33,1005.341,-8.268,0.031,3.138,3.41,1.6
2,255,25500,car,935.503,1005.353,-8.338,0.087,3.131,3.41,1.6
2,256,25600,car,934.669,1005.369,-8.406,0.142,3.125,3.41,1.6
2,257,25700,car,933.829,1005.391,-8.473,0.195,3.119,3.41,1.6
2,258,25800,car,932.982,1005.418,-8.54,0.244,3.113,3.41,1.6
2,259,25900,car,932.128,1005.449,-8.607,0.291,3.108,3.41,1.6
2,260,26000,car,931.268,1005.484,-8.675,0.334,3.103,3.41,1.6
2,261,26100,car,930.4,1005.523,-8.745,0.374,3.099,3.41,1.6
2,262,26200,car,929.526,1005.565,-8.818,0.41,3.095,3.41,1.6
2,263,26300,car,928.644,1005.611,-8.892,0.444,3.092,3.41,1.6
2,264,26400,car,927.755,1005.659,-8.97,0.474,3.089,3.41,1.6
2,265,26500,car,926.858,1005.71,-9.049,0.503,3.086,3.41,1.6
2,266,26600,car,925.954,1005.763,-9.131,0.529,3.084,3.41,1.6
2,267,26700,car,925.041,1005.819,-9.214,0.554,3.082,3.41,1.6
2,268,26800,car,924.12,1005.877,-9.298,0.578,3.08,3.41,1.6
2,269,26900,car,923.19,1005.937,-9.383,0.601,3.078,3.41,1.6
2,270,27000,car,922.252,1006,-9.467,0.624,3.076,3.41,1.6
2,271,27100,car,921.305,1006.064,-9.551,0.646,3.074,3.41,1.6
2,272,27200,car,920.35,1006.131,-9.635,0.667,3.072,3.41,1.6
2,273,27300,car,919.387,1006.2,-9.716,0.688,3.071,3.41,1.6
2,274,27400,car,918.415,1006.27,-9.797,0.709,3.069,3.41,1.6
2,275,27500,car,917.436,1006.343,-9.875,0.728,3.068,3.41,1.6
2,276,27600,car,916.448,1006.417,-9.951,0.746,3.067,3.41,1.6
2,277,27700,car,915.453,1006.493,-10.025,0.762,3.066,3.41,1.6
2,278,27800,car,914.451,1006.571,-10.098,0.777,3.065,3.41,1.6
2,279,27900,car,913.441,1006.649,-10.17,0.789,3.064,3.41,1.6
2,280,28000,car,912.424,1006.729,-10.241,0.8,3.064,3.41,1.6
2,281,28100,car,911.4,1006.809,-10.313,0.808,3.063,3.41,1.6
2,282,28200,car,910.369,1006.89,-10.385,0.814,3.063,3.41,1.6
2,283,28300,car,909.33,1006.971,-10.457,0.818,3.064,3.41,1.6
2,284,28400,car,908.285,1007.053,-10.528,0.819,3.064,3.41,1.6
2,285,28500,car,907.232,1007.134,-10.598,0.819,3.064,3.41,1.6
2,286,28600,car,906.172,1007.215,-10.665,0.817,3.065,3.41,1.6
2,287,28700,car,905.105,1007.296,-10.727,0.814,3.066,3.41,1.6
2,288,28800,car,904.033,1007.376,-10.783,0.809,3.067,3.41,1.6
2,289,28900,car,902.954,1007.456,-10.831,0.804,3.068,3.41,1.6
2,290,29000,car,901.871,1007.535,-10.87,0.798,3.068,3.41,1.6
