track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,1,100,car,921.912,1005.987,-11.587,0.939,3.061,4.48,1.64
1,2,200,car,920.753,1006.081,-11.606,0.941,3.061,4.48,1.64
1,3,300,car,919.593,1006.175,-11.631,0.943,3.061,4.48,1.64
1,4,400,car,918.43,1006.269,-11.659,0.946,3.061,4.48,1.64
1,5,500,car,917.264,1006.364,-11.688,0.949,3.061,4.48,1.64
1,6,600,car,916.095,1006.459,-11.716,0.951,3.061,4.48,1.64
1,7,700,car,914.923,1006.554,-11.742,0.952,3.061,4.48,1.64
1,8,800,car,913.749,1006.649,-11.764,0.953,3.061,4.48,1.64
1,9,900,car,912.572,1006.744,-11.784,0.954,3.061,4.48,1.64
1,10,1000,car,911.394,1006.839,-11.801,0.954,3.061,4.48,1.64
1,11,1100,car,910.214,1006.935,-11.817,0.954,3.061,4.48,1.64
1,12,1200,car,909.032,1007.03,-11.832,0.955,3.061,4.48,1.64
1,13,1300,car,907.849,1007.125,-11.847,0.956,3.061,4.48,1.64
1,14,1400,car,906.664,1007.221,-11.863,0.959,3.061,4.48,1.64
1,15,1500,car,905.478,1007.317,-11.88,0.963,3.061,4.48,1.64
1,16,1600,car,904.29,1007.414,-11.897,0.968,3.06,4.48,1.64
1,17,1700,car,903.101,1007.511,-11.915,0.974,3.06,4.48,1.64
1,18,1800,car,901.909,1007.609,-11.933,0.981,3.06,4.48,1.64
1,19,1900,car,900.716,1007.708,-11.949,0.989,3.059,4.48,1.64
1,20,2000,car,899.521,1007.808,-11.963,0.997,3.058,4.48,1.64
1,21,2100,car,898.325,1007.908,-11.975,1.004,3.058,4.48,1.64
1,22,2200,car,897.127,1008.009,-11.982,1.012,3.057,4.48,1.64
1,23,2300,car,895.929,1008.111,-11.987,1.019,3.057,4.48,1.64
1,24,2400,car,894.731,1008.214,-11.988,1.026,3.056,4.48,1.64
1,25,2500,car,893.532,1008.317,-11.987,1.033,3.056,4.48,1.64
2,1,100,car,980.867,1007.64,-9.26,-0.181,-3.122,7.96,2.47
2,2,200,car,979.941,1007.616,-9.266,-0.199,-3.12,7.96,2.47
2,3,300,car,979.015,1007.589,-9.267,-0.22,-3.118,7.96,2.47
2,4,400,car,978.088,1007.56,-9.26,-0.242,-3.116,7.96,2.47
2,5,500,car,977.162,1007.528,-9.246,-0.265,-3.113,7.96,2.47
2,6,600,car,976.238,1007.493,-9.223,-0.29,-3.11,7.96,2.47
2,7,700,car,975.316,1007.455,-9.193,-0.316,-3.107,7.96,2.47
2,8,800,car,974.397,1007.414,-9.157,-0.344,-3.104,7.96,2.47
2,9,900,car,973.482,1007.37,-9.117,-0.372,-3.101,7.96,2.47
2,10,1000,car,972.571,1007.322,-9.074,-0.402,-3.097,7.96,2.47
2,11,1100,car,971.664,1007.271,-9.03,-0.431,-3.094,7.96,2.47
2,12,1200,car,970.761,1007.217,-8.985,-0.461,-3.09,7.96,2.47
2,13,1300,car,969.863,1007.16,-8.941,-0.49,-3.087,7.96,2.47
2,14,1400,car,968.97,1007.101,-8.899,-0.519,-3.083,7.96,2.47
2,15,1500,car,968.081,1007.038,-8.858,-0.547,-3.08,7.96,2.47
2,16,1600,car,967.195,1006.974,-8.819,-0.574,-3.077,7.96,2.47
2,17,1700,car,966.314,1006.906,-8.781,-0.6,-3.073,7.96,2.47
2,18,1800,car,965.437,1006.837,-8.744,-0.624,-3.07,7.96,2.47
2,19,1900,car,964.563,1006.767,-8.707,-0.645,-3.068,7.96,2.47
2,20,2000,car,963.693,1006.695,-8.669,-0.664,-3.065,7.96,2.47
2,21,2100,car,962.827,1006.622,-8.629,-0.68,-3.063,7.96,2.47
2,22,2200,car,961.964,1006.548,-8.586,-0.693,-3.061,7.96,2.47
2,23,2300,car,961.106,1006.474,-8.539,-0.702,-3.06,7.96,2.47
2,24,2400,car,960.252,1006.401,-8.485,-0.707,-3.058,7.96,2.47
2,25,2500,car,959.404,1006.328,-8.424,-0.708,-3.058,7.96,2.47
2,26,2600,car,958.561,1006.256,-8.355,-0.705,-3.057,7.96,2.47
2,27,2700,car,957.726,1006.186,-8.277,-0.698,-3.058,7.96,2.47
2,28,2800,car,956.898,1006.118,-8.189,-0.686,-3.058,7.96,2.47
2,29,2900,car,956.079,1006.052,-8.092,-0.671,-3.059,7.96,2.47
2,30,3000,car,955.269,1005.989,-7.985,-0.652,-3.06,7.96,2.47
2,31,3100,car,954.47,1005.929,-7.87,-0.63,-3.062,7.96,2.47
2,32,3200,car,953.682,1005.872,-7.746,-0.605,-3.064,7.96,2.47
2,33,3300,car,952.907,1005.818,-7.614,-0.578,-3.066,7.96,2.47
