track_id,frame_id,timestamp_ms,agent_type,x,y,vx,vy,psi_rad,length,width
1,1,100,car,1005.696,1004.874,-10.941,0.961,3.054,3.79,1.67
1,2,200,car,1004.602,1004.967,-10.96,0.936,3.056,3.79,1.67
1,3,300,car,1003.505,1005.057,-10.983,0.908,3.059,3.79,1.67
1,4,400,car,1002.407,1005.145,-11.009,0.878,3.062,3.79,1.67
1,5,500,car,1001.306,1005.228,-11.036,0.845,3.065,3.79,1.67
1,6,600,car,1000.202,1005.309,-11.062,0.809,3.069,3.79,1.67
1,7,700,car,999.095,1005.385,-11.085,0.771,3.072,3.79,1.67
1,8,800,car,997.986,1005.458,-11.106,0.731,3.076,3.79,1.67
1,9,900,car,996.875,1005.526,-11.123,0.689,3.08,3.79,1.67
1,10,1000,car,995.763,1005.59,-11.137,0.646,3.084,3.79,1.67
1,11,1100,car,994.649,1005.65,-11.148,0.602,3.088,3.79,1.67
1,12,1200,car,993.534,1005.705,-11.158,0.557,3.092,3.79,1.67
1,13,1300,car,992.418,1005.756,-11.167,0.512,3.096,3.79,1.67
1,14,1400,car,991.301,1005.802,-11.178,0.468,3.1,3.79,1.67
1,15,1500,car,990.183,1005.844,-11.192,0.424,3.104,3.79,1.67
1,16,1600,car,989.063,1005.882,-11.211,0.38,3.108,3.79,1.67
1,17,1700,car,987.942,1005.915,-11.237,0.337,3.112,3.79,1.67
1,18,1800,car,986.818,1005.944,-11.271,0.295,3.115,3.79,1.67
1,19,1900,car,985.691,1005.969,-11.315,0.252,3.119,3.79,1.67
1,20,2000,car,984.559,1005.989,-11.368,0.208,3.123,3.79,1.67
1,21,2100,car,983.423,1006.005,-11.432,0.164,3.127,3.79,1.67
1,22,2200,car,982.279,1006.016,-11.504,0.118,3.131,3.79,1.67
1,23,2300,car,981.129,1006.023,-11.584,0.07,3.136,3.79,1.67
1,24,2400,car,979.971,1006.025,-11.671,0.02,3.14,3.79,1.67
1,25,2500,car,978.803,1006.021,-11.762,-0.033,-3.139,3.79,1.67
1,26,2600,car,977.627,1006.012,-11.856,-0.089,-3.134,3.79,1.67
1,27,2700,car,976.442,1005.997,-11.949,-0.148,-3.129,3.79,1.67
1,28,2800,car,975.247,1005.976,-12.04,-0.209,-3.124,3.79,1.67
1,29,2900,car,974.043,1005.949,-12.127,-0.272,-3.119,3.79,1.67
1,30,3000,car,972.83,1005.916,-12.207,-0.336,-3.114,3.79,1.67
1,31,3100,car,971.61,1005.876,-12.28,-0.399,-3.109,3.79,1.67
1,32,3200,car,970.382,1005.83,-12.343,-0.461,-3.104,3.79,1.67
1,33,3300,car,969.148,1005.779,-12.395,-0.52,-3.1,3.79,1.67
1,34,3400,car,967.909,1005.722,-12.438,-0.573,-3.096,3.79,1.67
1,35,3500,car,966.665,1005.66,-12.469,-0.619,-3.092,3.79,1.67
1,36,3600,car,965.419,1005.595,-12.49,-0.656,-3.089,3.79,1.67
1,37,3700,car,964.17,1005.526,-12.502,-0.684,-3.087,3.79,1.67
1,38,3800,car,962.919,1005.456,-12.505,-0.7,-3.086,3.79,1.67
1,39,3900,car,961.669,1005.386,-12.501,-0.706,-3.085,3.79,1.67
1,40,4000,car,960.419,1005.316,-12.491,-0.7,-3.086,3.79,1.67
1,41,4100,car,959.17,1005.247,-12.476,-0.684,-3.087,3.79,1.67
1,42,4200,car,957.922,1005.181,-12.457,-0.659,-3.089,3.79,1.67
1,43,4300,car,956.676,1005.119,-12.437,-0.625,-3.091,3.79,1.67
1,44,4400,car,955.432,1005.06,-12.415,-0.583,-3.095,3.79,1.67
1,45,4500,car,954.19,1005.006,-12.394,-0.536,-3.098,3.79,1.67
1,46,4600,car,952.951,1004.958,-12.373,-0.484,-3.102,3.79,1.67
1,47,4700,car,951.713,1004.915,-12.353,-0.429,-3.107,3.79,1.67
1,48,4800,car,950.478,1004.878,-12.336,-0.37,-3.112,3.79,1.67
1,49,4900,car,949.244,1004.847,-12.32,-0.308,-3.117,3.79,1.67
1,50,5000,car,948.012,1004.822,-12.307,-0.244,-3.122,3.79,1.67
1,51,5100,car,946.781,1004.805,-12.297,-0.178,-3.127,3.79,1.67
1,52,5200,car,945.551,1004.794,-12.29,-0.11,-3.133,3.79,1.67
1,53,5300,car,944.322,1004.79,-12.286,-0.04,-3.138,3.79,1.67
1,54,5400,car,943.093,1004.793,-12.284,0.032,3.139,3.79,1.67
1,55,5500,car,941.865,1004.803,-12.285,0.106,3.133,3.79,1.67
1,56,5600,car,940.637,1004.822,-12.289,0.181,3.127,3.79,1.67
1,57,5700,car,939.408,1004.847,-12.296,0.257,3.121,3.79,1.67
1,58,5800,car,938.178,1004.881,-12.306,0.333,3.115,3.79,1.67
1,59,5900,car,936.948,1004.921,-12.319,0.408,3.108,3.79,1.67
1,60,6000,car,935.716,1004.969,-12.334,0.482,3.103,3.79,1.67
1,61,6100,car,934.483,1005.024,-12.353,0.552,3.097,3.79,1.67
1,62,6200,car,933.248,1005.086,-12.375,0.619,3.092,3.79,1.67
1,63,6300,car,932.011,1005.154,-12.4,0.682,3.087,3.79,1.67
1,64,6400,car,930.771,1005.228,-12.429,0.739,3.082,3.79,1.67
1,65,6500,car,929.529,1005.307,-12.461,0.791,3.078,3.79,1.67
1,66,6600,car,928.283,1005.39,-12.495,0.836,3.075,3.79,1.67
1,67,6700,car,927.034,1005.477,-12.533,0.876,3.072,3.79,1.67
1,68,6800,car,925.781,1005.568,-12.573,0.911,3.069,3.79,1.67
1,69,6900,car,924.523,1005.662,-12.615,0.941,3.067,3.79,1.67
1,70,7000,car,923.262,1005.758,-12.659,0.966,3.065,3.79,1.67
1,71,7100,car,921.996,1005.857,-12.705,0.988,3.064,3.79,1.67
1,72,7200,car,920.726,1005.957,-12.752,1.007,3.063,3.79,1.67
1,73,7300,car,919.451,1006.059,-12.799,1.024,3.062,3.79,1.67
1,74,7400,car,918.171,1006.162,-12.846,1.038,3.061,3.79,1.67
1,75,7500,car,916.887,1006.267,-12.892,1.051,3.06,3.79,1.67
1,76,7600,car,915.597,1006.373,-12.937,1.061,3.06,3.79,1.67
1,77,7700,car,914.304,1006.479,-12.98,1.07,3.059,3.79,1.67
1,78,7800,car,913.006,1006.587,-13.02,1.077,3.059,3.79,1.67
1,79,7900,car,911.704,1006.694,-13.059,1.081,3.059,3.79,1.67
1,80,8000,car,910.398,1006.803,-13.096,1.084,3.059,3.79,1.67
